Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,19/09/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04255295,,25,,25.92592621,,37.56613922,51.75879288,40.77669907,42.71844482,38.16424942,47.82608795,44.23077011,52.60663605,49.76303482,44.07582855,51.18483353,50.23696518,35.7142868,37.1428566,22.38095284,25.23809433,29.24528313,30.18867874,20.28301811,19.3396225,
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.33009338,68.44660187,68.11594391,80.1932373,80.7692337,82.46445465,80.0947876,74.40758514,78.67298889,76.7772522,89.04762268,91.90476227,92.38095093,92.85713959,92.45282745,92.45282745,91.98113251,89.15093994,
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74468231,,72.34042358,,72.48677063,,73.01587677,74.87437439,84.46601868,73.78640747,71.98067474,75.84541321,75,71.5639801,79.14691925,79.62084961,80.56871796,79.62084961,81.42857361,86.19047546,75.7142868,71.42857361,74.05660248,81.60377502,80.6603775,82.54717255,
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.27659607,,82.97872162,,93.12169647,,89.41799164,75.87939453,78.64077759,76.21359253,78.74396515,78.74396515,80.28845978,76.7772522,78.1990509,74.8815155,82.46445465,83.412323,85.23809814,75.7142868,89.04762268,79.52381134,85.37735748,78.77358246,74.05660248,74.05660248,
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.80850983,,85.63829803,,76.19047546,,94.708992,80.40200806,84.95145416,86.40776825,86.47342682,96.13526917,98.55769348,90.99526215,89.09952545,91.4691925,96.20853424,96.20853424,95.23809814,90.47618866,77.14286041,86.66666412,79.71697998,79.71697998,77.35848999,79.24528503,
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27659607,,22.87234116,,20.1058197,,17.46031761,21.10552788,16.9902916,16.9902916,16.42512131,25.60386467,32.69230652,35.54502487,36.4928894,29.85782051,23.22274971,33.64928818,26.19047546,21.90476227,18.5714283,19.52380943,20.75471687,23.11320686,18.39622688,18.86792374,
Burundi,BDI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.191489458,,1.595744729,,2.116402149,,0.529100537,1.507537723,0.970873773,7.281553268,9.178744316,9.66183567,9.134614944,12.79620838,6.635071278,4.739336491,5.687203884,8.530805588,20.47619057,5.714285851,5.714285851,4.285714149,7.547169685,7.075471878,9.433961868,10.37735844,
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02127838,,81.9148941,,83.59788513,,91.53439331,74.37185669,71.8446579,70.38835144,73.91304016,72.46376801,67.78845978,75.35545349,74.40758514,78.1990509,76.30331421,77.72512054,69.52381134,64.76190186,61.90476227,62.38095093,58.96226501,60.84905624,64.15093994,66.03773499,
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57447052,,72.87233734,,74.6031723,,73.54497528,69.34673309,54.36893082,61.16504669,63.28502274,57.97101593,56.73077011,60.1895752,53.55450058,57.34597015,58.2938385,58.2938385,47.1428566,45.23809433,47.1428566,47.1428566,41.03773499,30.6603775,32.07546997,35.37735748,
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.23404312,,40.95744705,,48.67724991,,33.33333206,45.72864151,42.23300934,43.20388412,50.72463608,54.58937073,49.03845978,45.97156525,41.23222733,28.90995216,27.01421738,21.80094719,20,25.23809433,16.66666603,15.71428585,13.20754719,11.79245281,8.962264061,7.075471878,
Bangladesh,BGD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.59574509,,33.51063919,,24.86772537,,19.04761887,16.58291435,10.19417477,4.368932247,8.695652008,9.178744316,9.615385056,9.004739761,9.952606201,9.004739761,9.004739761,7.582938194,16.66666603,10,10.95238113,10.95238113,13.679245,15.56603813,15.56603813,16.03773499,
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.68085098,,66.48936462,,61.90476227,,64.02116394,49.74874496,45.14562988,51.45631027,57.48792267,56.0386467,56.25,55.92417145,57.81990433,55.92417145,58.76777267,53.08057022,49.52381134,46.66666794,49.04761887,59.04761887,61.79245377,66.03773499,58.01886749,58.96226501,
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.70212936,,38.29787064,,48.14814758,,54.4973526,62.31155777,55.82524109,46.60194016,32.36714935,36.71497726,36.53845978,40.75829315,28.90995216,18.95734596,15.63981056,9.004739761,15.71428585,12.38095284,19.52380943,14.28571415,17.45282936,23.58490562,24.05660439,28.30188751,
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.63829803,,85.10638428,,91.0052948,,82.53968048,72.36180878,77.1844635,78.1553421,72.46376801,71.01449585,72.59615326,77.25118256,83.88625336,88.1516571,90.52132416,90.52132416,79.04762268,77.14286041,80.95237732,82.85713959,77.83018494,75.47169495,73.58490753,77.35848999,
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.53191566,,27.65957451,,30.15872955,,40.74074173,32.66331482,45.63106918,30.58252335,31.40096664,25.12077332,27.88461494,23.69668198,24.64455032,20.37914658,28.4360199,34.12322235,44.76190567,31.90476227,30.95238113,32.38095093,31.60377312,29.71698189,30.6603775,33.49056625,
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,50,,51.85185242,,56.61375809,69.84924316,51.45631027,56.31068039,50.24154663,55.07246399,62.5,62.55924225,42.18009567,42.18009567,47.86729813,46.44549942,52.8571434,51.90476227,50.95238113,43.33333206,57.54716873,58.49056625,16.50943375,20.28301811,
Belize,BLZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.36170197,,67.02127838,,53.96825409,,62.43386078,63.31658173,60.19417572,49.02912521,48.79227066,49.75845337,50.96154022,45.49763107,49.28910065,51.6587677,52.13270187,53.55450058,48.09523773,49.04761887,48.57143021,47.61904907,46.22641373,49.52830124,62.73584747,59.43396378,
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74468231,,72.34042358,,72.48677063,,73.01587677,73.86934662,77.66990662,72.33009338,70.04830933,72.94686127,73.07691956,70.61611176,79.62084961,80.0947876,81.5165863,81.04265594,77.61904907,83.33333588,85.23809814,84.76190186,91.03773499,87.73584747,83.49056244,85.84906006,
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0851059,,35.63829803,,37.0370369,,34.92063522,22.61306572,23.78640747,19.41747665,22.70531464,19.32367134,23.55769157,28.4360199,32.22748947,33.175354,33.175354,36.4928894,33.33333206,36.66666794,36.66666794,34.2857132,36.79245377,20.75471687,28.77358437,34.43396378,
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.82978821,,34.04255295,,53.43915176,,57.1428566,41.70854187,36.40776825,37.86407852,35.26570129,32.85024261,33.65384674,51.18483353,45.97156525,41.23222733,46.44549942,36.96682358,42.8571434,34.2857132,31.90476227,29.52380943,30.18867874,21.22641563,31.13207626,28.77358437,
Barbados,BRB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.57447052,,84.57447052,,85.18518829,,86.24338531,78.89447021,85.92233276,86.89320374,77.29468536,85.02415466,86.53845978,85.78199005,87.20378876,93.3649292,90.99526215,92.41706085,95.7142868,90,81.90476227,80.95237732,80.6603775,86.320755,90.56604004,91.98113251,
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.42552948,,86.17021179,,92.59259033,,87.30158997,86.93467712,97.57281494,91.26213837,89.85507202,90.82125854,89.90384674,97.15639496,93.3649292,86.7298584,75.35545349,87.20378876,94.76190186,93.80952454,91.42857361,90,92.92453003,89.62264252,92.45282745,92.92453003,
Bhutan,BTN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.27659607,,65.42552948,,68.25396729,,69.84127045,78.89447021,91.74757385,92.71844482,94.68598938,65.70048523,70.19230652,73.93364716,71.5639801,71.09004974,71.5639801,70.1421814,88.57142639,81.90476227,90.95237732,89.04762268,88.679245,89.15093994,84.90566254,84.43395996,
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.78723145,,80.3191452,,82.01058197,,76.71957397,85.42713928,78.1553421,83.00971222,81.64250946,85.50724792,84.61538696,82.93838501,83.412323,85.30805969,88.62559509,88.1516571,84.2857132,87.61904907,83.33333588,86.19047546,82.54717255,90.56604004,85.84906006,84.90566254,
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70212746,,13.82978725,,15.34391499,,4.761904716,8.040201187,8.737864494,9.708738327,5.314009666,5.797101498,6.25,4.739336491,3.791469097,5.213270187,5.213270187,3.317535639,0.476190478,6.666666508,7.142857075,4.761904716,3.773584843,4.245283127,2.830188751,3.773584843,
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.89361572,,79.25531769,,87.30158997,,89.94709015,84.42211151,76.21359253,72.8155365,82.60869598,82.12560272,85.09615326,89.09952545,81.04265594,86.25592041,89.09952545,86.7298584,92.85713959,95.23809814,93.80952454,88.09523773,83.96226501,83.01886749,86.79244995,80.18868256,
Central Europe and the Baltics,CEB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.46808624,,98.40425873,,97.35449982,,97.35449982,94.9748764,93.20388031,90.77669525,95.16908264,94.20289612,94.71154022,94.78672791,92.41706085,94.31279755,98.57820129,98.10426331,98.09523773,96.66666412,94.76190186,94.2857132,95.28302002,94.3396225,93.39622498,92.45282745,
Channel Islands,CHI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.61701965,,46.27659607,,66.13756561,,84.65608215,70.85427094,70.87378693,74.27184296,64.73429871,58.93719864,58.65384674,66.824646,68.2464447,62.08530807,57.81990433,59.71564102,60,60,60.47618866,61.90476227,60.84905624,47.64151001,48.58490753,48.58490753,
China,CHN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.14893723,,32.97872162,,38.09523773,,32.27513123,28.64321518,31.55339813,30.09708786,27.53623199,28.01932335,29.32692337,30.80568695,25.59241676,27.96208572,27.96208572,26.54028511,28.5714283,26.19047546,26.66666603,38.57143021,35.84905624,37.73584747,35.84905624,29.24528313,
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.93616867,,36.17021179,,13.22751331,,3.174603224,5.025125504,3.398058176,0.970873773,4.830917835,6.280193329,7.211538315,11.37440777,8.056872368,8.530805588,11.84834099,17.06161118,13.33333302,20,15.71428585,12.85714245,15.56603813,13.679245,14.15094376,16.50943375,
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68085098,,19.68085098,,29.10052872,,26.45502663,31.15577888,32.52427292,40.29126358,38.64734268,34.29951859,26.92307663,29.85782051,22.74881554,26.54028511,26.54028511,27.48815155,12.38095284,15.23809528,13.33333302,12.38095284,8.490566254,8.018867493,10.37735844,9.905660629,
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,2.116402149,3.5175879,1.45631063,1.45631063,0.966183603,2.898550749,3.365384579,3.791469097,3.317535639,2.369668245,2.843601942,2.843601942,4.761904716,4.761904716,4.285714149,3.333333254,4.245283127,7.547169685,6.13207531,8.490566254,
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17021275,,9.042552948,,19.57671928,,8.465608597,15.07537651,14.0776701,15.04854393,18.84057999,21.25603867,21.63461494,36.4928894,34.12322235,35.0710907,31.27962112,29.85782051,30.95238113,26.66666603,25.7142849,27.61904716,33.49056625,16.98113251,18.86792374,25.94339561,
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.914893627,,6.382978916,,8.465608597,,2.645502567,1.005025148,2.427184582,2.91262126,3.864734411,6.76328516,5.769230843,5.213270187,8.530805588,12.32227516,8.056872368,10.42654037,10.95238113,12.85714245,16.19047546,18.09523773,19.3396225,15.09433937,23.58490562,17.45282936,
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.23404312,,65.95744324,,45.5026474,,60.84656143,26.63316536,39.32038879,33.98058319,32.85024261,15.942029,14.42307663,20.85308075,26.54028511,29.38388634,33.64928818,37.44075775,37.61904907,37.61904907,48.09523773,48.09523773,34.43396378,41.98113251,37.26415253,39.62264252,
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.44680786,,88.29787445,,90.47618866,,70.89946747,78.89447021,83.00971222,68.93203735,79.71014404,77.77777863,74.5192337,74.8815155,75.35545349,69.19431305,72.98577881,69.66824341,58.57143021,74.2857132,76.19047546,72.38095093,74.52830505,76.88679504,75.94339752,77.83018494,
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.34042358,,77.65957642,,76.71957397,,83.59788513,65.82914734,66.99028778,67.4757309,68.59903717,66.66666412,55.76922989,65.87677765,70.1421814,63.03317642,67.77251434,67.77251434,65.23809814,67.61904907,67.61904907,66.19047546,62.26415253,60.37735748,72.16981506,76.88679504,
Caribbean small states,CSS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.25531769,,45.21276474,,56.61375809,,52.91005325,56.78392029,57.76699066,58.73786545,60.38647461,60.86956406,62.98077011,56.39810562,56.87203979,55.45023727,57.34597015,60.1895752,63.33333206,66.19047546,70,68.09523773,66.50943756,66.98113251,65.09433746,58.01886749,
Curacao,CUW,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74468231,,72.34042358,,72.48677063,,73.01587677,73.86934662,93.68932343,90.29125977,89.37197876,87.43961334,88.94230652,88.1516571,88.62559509,96.6824646,79.14691925,82.46445465,86.66666412,90.95237732,91.90476227,91.90476227,90.09433746,97.16981506,98.11320496,99.52830505,
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.10638428,,54.78723526,,68.7830658,,51.85185242,63.81909561,59.22330093,64.07766724,62.80193329,62.80193329,68.75,57.81990433,61.6113739,66.824646,66.824646,64.9289093,63.80952454,62.8571434,66.19047546,65.23809814,62.73584747,64.15093994,56.13207626,58.49056625,
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.76596069,,77.12766266,,60.84656143,,83.06878662,76.8844223,68.44660187,77.66990662,85.50724792,83.09178925,85.57691956,79.14691925,82.93838501,88.62559509,86.7298584,87.67772675,83.33333588,82.38095093,81.42857361,83.33333588,87.26415253,80.18868256,78.30188751,83.01886749,
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.02127838,,92.02127838,,95.23809814,,85.18518829,64.82411957,67.96116638,75.72815704,82.12560272,81.15942383,79.80769348,77.72512054,73.4597168,71.5639801,71.09004974,76.30331421,78.09523773,68.57142639,69.52381134,65.7142868,65.09433746,65.56604004,69.3396225,70.75471497,
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10638428,,17.55319214,,36.50793839,,32.80423355,21.60803986,33.98058319,22.81553459,37.68115997,39.13043594,54.80769348,63.03317642,53.08057022,53.08057022,51.6587677,42.65402985,20.95238113,30,24.2857151,20,41.50943375,32.54716873,29.71698189,21.22641563,
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74468231,,72.34042358,,67.72486877,,67.72486877,68.84422302,79.12621307,73.30097198,76.32849884,73.91304016,78.36538696,69.66824341,78.67298889,90.0473938,81.99052429,89.57346344,87.61904907,89.52381134,85.7142868,92.38095093,89.15093994,88.679245,95.28302002,96.22641754,
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.87233734,,97.34042358,,95.76719666,,96.82539368,93.96984863,83.98058319,85.43688965,85.02415466,91.30434418,86.05769348,85.30805969,86.25592041,87.20378876,75.82938385,80.0947876,78.57142639,76.66666412,74.76190186,76.19047546,82.07546997,82.54717255,81.13207245,80.6603775,
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.21276474,,31.9148941,,44.97354507,,48.67724991,31.65829086,33.49514389,38.34951401,42.02898407,40.09661865,42.78845978,44.54976273,44.54976273,46.91942978,54.9763031,54.9763031,50.95238113,54.76190567,55.23809433,52.8571434,47.64151001,47.16981125,52.35848999,50.47169876,
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.319149017,,4.787233829,,10.05290985,,6.878306866,5.527637959,10.67961121,20.38834953,15.942029,14.00966167,14.90384579,13.27014256,11.84834099,10.42654037,9.478672981,12.79620838,9.523809433,11.90476227,12.38095284,16.19047546,17.92452812,13.20754719,17.92452812,17.92452812,
East Asia & Pacific (excluding high income),EAP,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
